trip_id,rider_id,zone_name,distance_km,duration_min,fare_amount,payment_mode,ride_date,surge_flag,name,age,gender,city,signup_date,total_rides,cancelled_rides,avg_rating,population_density,traffic_index,avg_speed_kmph,zone_type,hour,day_of_week,month,ride_frequency,avg_ride_distance,avg_ride_fare,is_peak_hour,days_since_signup,ride_cancellation_rate,fare_per_km,surge_flag_new
T00480,R0022,Zone_9,0.8373779314763218,0.7243882119073544,0.7588126602532392,UPI,2023-05-26,0.0,Aarav Nair,43.0,0,Kolkata,2020-09-14,220.0,1.0,3.32,11037.0,,56.1,Mixed,0,4,5,High,0.0038062633248923715,0.003449148455696542,0,2056,0.004545454545454545,0.9061770459073722,0
T00481,R0259,Zone_6,0.855287570849399,0.7808453523126492,0.8999904246201589,Credit Card,2023-11-19,0.0,Aadhya Das,32.0,1,Jaipur,2019-06-25,150.0,27.0,3.52,14627.0,,37.6,Mixed,0,6,11,Medium,0.0057019171389959935,0.005999936164134393,0,2503,0.18,1.0522664601876124,1
T00482,R0004,Zone_10,0.6443062036830328,0.5836230340557678,0.7289335267060104,Credit Card,2023-01-12,0.0,Aarav Nair,19.0,2,Kolkata,2019-07-28,464.0,5.0,3.19,2440.0,,35.4,Industrial,0,3,1,High,0.0013885909562134327,0.0015709774282457122,0,2470,0.010775862068965518,1.1313464351875309,1
T00483,R0257,Zone_6,0.4700388243746502,0.4752204706485066,0.5470704557207288,Wallet,2023-04-14,1.0,Arjun Reddy,36.0,2,Delhi,2023-03-11,459.0,19.0,4.82,14627.0,,37.6,Mixed,0,4,4,High,0.0010240497263064275,0.0011918746311998449,0,1148,0.04139433551198257,1.1638835503611071,1
T00484,R0002,Zone_5,0.9460178910717522,0.9396855605639072,0.8943948502470154,Cash,2023-11-02,0.0,Ishaan Nair,39.0,0,Mumbai,2019-11-23,70.0,5.0,4.12,2590.0,,43.9,Business,0,3,11,Medium,0.013514541301025031,0.012777069289243076,0,2352,0.07142857142857142,0.9454312214262115,0
T00485,R0196,Zone_4,0.7889532548357739,0.7475304728033736,0.8406553410232147,UPI,2023-06-15,0.0,Vivaan Das,18.0,1,Hyderabad,2019-06-24,51.0,9.0,4.93,4038.0,,48.2,Business,0,3,6,Medium,0.015469671663446549,0.01648343805927872,0,2504,0.17647058823529413,1.065532508891421,1
T00486,R0076,Zone_4,0.7274933627839606,0.6664699742185153,0.7396849106741078,UPI,2024-05-06,1.0,Reyansh Reddy,40.0,1,Bengaluru,2022-01-02,137.0,13.0,3.34,4038.0,,48.2,Business,0,0,5,Medium,0.0053101705312697855,0.005399159931927794,0,1581,0.0948905109489051,1.0167582943210545,1
T00487,R0242,Zone_7,0.7832526271216527,0.6265030661164751,0.7944411816242334,Cash,2023-09-19,1.0,Kavya Iyer,34.0,1,Ahmedabad,2022-06-05,445.0,8.0,4.54,11070.0,,45.2,Industrial,0,1,9,High,0.001760118263194725,0.0017852610823016481,0,1427,0.017977528089887642,1.0142847328118096,1
T00488,R0086,Zone_5,0.8698994142856667,0.771633518181402,0.8459138519066,Wallet,2024-05-18,1.0,Vivaan Patel,23.0,1,Hyderabad,2019-11-08,337.0,17.0,4.56,2590.0,,43.9,Business,0,5,5,High,0.002581303899957468,0.0025101301243519287,0,2367,0.050445103857566766,0.9724272002197369,0
T00489,R0037,Zone_8,0.6443062036830328,0.529521460582929,0.6913402898012779,UPI,2024-03-25,1.0,Aadhya Iyer,32.0,2,Ahmedabad,2020-11-21,489.0,6.0,3.36,4516.0,,31.0,Business,0,0,3,High,0.0013175995985338093,0.0014137838237244947,0,1988,0.012269938650306749,1.0729995859878194,1
T00490,R0067,Zone_2,0.8866825542674058,0.8535516908383971,0.90841183042748,Cash,2024-04-29,1.0,Saanvi Iyer,32.0,1,Pune,2022-07-24,348.0,9.0,3.38,6371.0,,58.4,Residential,0,0,4,High,0.002547938374331626,0.0026103788230674714,0,1378,0.02586206896551724,1.0245062633244513,1
T00491,R0163,Zone_3,0.5110842846863546,0.4288298270180353,0.5061063753057198,UPI,2024-07-06,0.0,Kavya Gupta,33.0,2,Ahmedabad,2020-02-20,302.0,21.0,3.56,12971.0,,38.0,Business,0,5,7,High,0.001692332068497863,0.0016758489248533768,0,2263,0.0695364238410596,0.9902601008683144,1
T00492,R0045,Zone_1,0.9312153048167279,0.8218220010920103,0.9849254152027636,UPI,2024-07-17,1.0,Saanvi Iyer,34.0,2,Ahmedabad,2023-07-12,100.0,16.0,4.88,4921.0,,30.9,Residential,0,2,7,Medium,0.00931215304816728,0.009849254152027635,0,1025,0.16,1.057677435184129,1
T00493,R0038,Zone_4,0.6860378966093732,0.6236572893328447,0.725759922215045,Credit Card,2023-03-30,0.0,Aarav Singh,37.0,2,Kolkata,2023-02-11,68.0,7.0,4.07,4038.0,,48.2,Business,0,3,3,Medium,0.010088792597196665,0.010672940032574192,0,1176,0.10294117647058823,1.0579006288165584,1
T00494,R0296,Zone_3,0.9579627586467724,0.9811332939838011,0.8813137663639155,Cash,2023-07-11,0.0,Reyansh Patel,37.0,2,Hyderabad,2021-02-20,390.0,58.0,3.97,12971.0,,38.0,Business,0,1,7,High,0.002456314765760955,0.002259778888112604,0,1897,0.14871794871794872,0.9199875030725285,0
T00495,R0167,Zone_7,0.8745187674138086,0.8261545786584562,0.9218872629490531,Credit Card,2024-02-10,1.0,Kavya Nair,44.0,1,Hyderabad,2022-08-25,117.0,5.0,4.75,11070.0,,45.2,Industrial,0,5,2,Medium,0.007474519379605202,0.007879378315803872,0,1346,0.042735042735042736,1.054165213258174,1
T00496,R0295,Zone_10,0.7496841226000492,0.6088587351128699,0.6541749164082298,Wallet,2024-05-09,1.0,Kavya Gupta,18.0,0,Delhi,2019-05-29,98.0,18.0,3.59,2440.0,,35.4,Industrial,0,3,5,Medium,0.007649837985714788,0.0066752542490635695,0,2530,0.1836734693877551,0.872600735012801,0
T00497,R0043,Zone_2,0.9386789218548455,0.883886384647105,0.9158315528014581,Credit Card,2023-12-11,0.0,Diya Kumar,28.0,1,Ahmedabad,2021-12-10,85.0,16.0,4.68,6371.0,,58.4,Residential,0,0,12,Medium,0.011043281433586417,0.010774488856487742,0,1604,0.18823529411764706,0.9756600808631768,0
T00498,R0113,Zone_8,0.4975695132370202,0.4084440643182167,0.6175190663092662,Credit Card,2024-01-17,1.0,Aadhya Singh,26.0,2,Chennai,2019-03-09,423.0,26.0,4.61,4516.0,,31.0,Business,0,2,1,High,0.0011762872653357452,0.0014598559487216695,0,2611,0.061465721040189124,1.241070945629073,1
T00499,R0100,Zone_5,0.8086634200748988,0.739519070357166,0.8455703530613086,Cash,2023-04-02,1.0,Ishaan Gupta,28.0,1,Delhi,2021-05-24,383.0,60.0,3.79,2590.0,,43.9,Business,0,6,4,High,0.0021113927417099184,0.0022077554910216934,0,1804,0.1566579634464752,1.0456394243515943,1
T00500,R0033,Zone_9,0.8754584249455057,0.7656253164798361,0.9003744675922863,Cash,2024-01-22,0.0,Diya Iyer,18.0,0,Chennai,2019-05-22,472.0,37.0,3.24,11037.0,,56.1,Mixed,0,0,1,High,0.0018547847986133596,0.0019075730245599286,0,2537,0.07838983050847458,1.0284605664150546,1
T00501,R0048,Zone_10,0.863442226604853,0.7273197391505917,0.9127040410335634,Wallet,2024-05-28,1.0,Kavya Sharma,35.0,1,Hyderabad,2019-05-31,207.0,1.0,3.02,2440.0,,35.4,Industrial,0,1,5,High,0.004171218486013783,0.004409198265862625,0,2528,0.004830917874396135,1.0570528205719254,1
T00502,R0256,Zone_9,0.6274758068867461,0.5067994350803066,0.6946027873212328,Credit Card,2024-06-26,0.0,Aadhya Sharma,31.0,0,Delhi,2021-03-25,265.0,8.0,3.65,11037.0,,56.1,Mixed,0,2,6,High,0.002367833233534891,0.0026211425936650294,0,1864,0.03018867924528302,1.1069793921897018,1
T00503,R0195,Zone_5,0.7303128626517326,0.5766420082098427,0.7377458831374656,UPI,2024-07-22,0.0,Aadhya Reddy,33.0,1,Kolkata,2021-05-27,72.0,10.0,4.97,2590.0,,43.9,Business,0,0,7,Medium,0.010143234203496285,0.010246470599131467,0,1801,0.1388888888888889,1.0101778578275946,1
T00504,R0092,Zone_10,0.8901901857754158,0.8240279300723015,0.8137023471364457,Wallet,2023-02-27,0.0,Aarav Nair,21.0,1,Surat,2019-07-18,252.0,23.0,4.51,2440.0,,35.4,Industrial,0,0,2,High,0.003532500737204031,0.003228977568001769,0,2480,0.09126984126984126,0.9140769693249944,0
T00505,R0126,Zone_5,0.5455536873651629,0.531487269596753,0.4380141312565853,UPI,2024-04-19,1.0,Diya Reddy,29.0,0,Surat,2022-09-25,411.0,20.0,3.65,2590.0,,43.9,Business,0,4,4,High,0.0013273812344651165,0.0010657278132763632,0,1315,0.04866180048661801,0.8028799757032956,0
T00506,R0058,Zone_9,0.9556172059298368,0.8436985683378109,0.9347188908323864,Wallet,2023-07-07,1.0,Vivaan Reddy,46.0,1,Kolkata,2021-05-31,480.0,25.0,4.32,11037.0,,56.1,Mixed,0,4,7,High,0.0019908691790204935,0.0019473310225674716,0,1797,0.052083333333333336,0.9781310811821184,0
T00507,R0146,Zone_3,0.9143157889669448,0.8623827502773171,0.83479748683456,Credit Card,2024-02-21,1.0,Kavya Gupta,30.0,1,Surat,2020-04-15,80.0,11.0,3.89,12971.0,,38.0,Business,0,2,2,Medium,0.01142894736208681,0.010434968585432,0,2208,0.1375,0.9130297178590453,0
T00508,R0027,Zone_4,0.8140181030740731,0.7079444123286514,0.8308966644640188,UPI,2024-02-22,1.0,Ishaan Iyer,39.0,1,Jaipur,2019-10-05,403.0,61.0,3.98,4038.0,,48.2,Business,0,3,2,High,0.0020198960374046477,0.0020617783237320566,0,2401,0.1513647642679901,1.0207348722666059,1
T00509,R0040,Zone_3,0.8528197006037351,0.7448651224987878,0.8861009496810806,Credit Card,2024-01-21,0.0,Aarav Gupta,34.0,2,Surat,2023-05-05,485.0,36.0,4.41,12971.0,,38.0,Business,0,6,1,High,0.0017583911352654332,0.0018270122673836712,0,1093,0.07422680412371134,1.0390249534031457,1
T00510,R0044,Zone_6,0.9787769927021306,0.9440603835375867,0.9882637498156397,UPI,2024-04-04,1.0,Arjun Gupta,36.0,0,Hyderabad,2020-08-01,271.0,5.0,3.21,14627.0,,37.6,Mixed,0,3,4,High,0.0036117232203030647,0.0036467297041167515,0,2100,0.01845018450184502,1.0096924602685222,1
T00511,R0255,Zone_1,0.9399227485365221,0.8569980503706015,0.9086768027260513,Wallet,2023-01-04,0.0,Reyansh Sharma,37.0,0,Bengaluru,2021-07-06,475.0,42.0,3.12,4921.0,,30.9,Residential,0,2,1,High,0.001978784733761099,0.0019130037952127395,0,1761,0.08842105263157894,0.9667569001185242,0
T00512,R0119,Zone_2,0.9063799432830818,0.7907763459453205,0.869769851886854,Credit Card,2024-05-21,0.0,Saanvi Iyer,47.0,1,Hyderabad,2023-05-05,30.0,1.0,4.39,6371.0,,58.4,Residential,0,1,5,Low,0.030212664776102727,0.028992328396228464,0,1093,0.03333333333333333,0.9596084493401089,0
T00513,R0203,Zone_7,0.45127048509002754,0.4241841602835664,0.5343492744338627,Credit Card,2024-02-08,0.0,Kavya Gupta,49.0,0,Bengaluru,2023-07-25,152.0,9.0,3.6,11070.0,,45.2,Industrial,0,3,2,High,0.0029688847703291284,0.00351545575285436,0,1012,0.05921052631578947,1.1840997629775436,1
T00514,R0257,Zone_3,0.9704218621462921,0.8711758436664312,0.9143497116312251,Cash,2023-05-20,0.0,Arjun Reddy,36.0,2,Delhi,2023-03-11,459.0,19.0,4.82,12971.0,,38.0,Business,0,5,5,High,0.0021142088499919217,0.001992047302028813,0,1148,0.04139433551198257,0.9422187888563726,0
T00515,R0200,Zone_3,0.9457266622069473,0.8746068352931812,0.8802208876242306,Cash,2023-11-11,1.0,Kavya Kumar,30.0,2,Bengaluru,2021-11-15,443.0,87.0,3.6,12971.0,,38.0,Business,0,5,11,High,0.0021348231652527027,0.0019869545996032295,0,1629,0.1963882618510158,0.9307349816808035,0
T00516,R0103,Zone_1,0.8607147382296682,0.8239986587508975,0.8331568355530398,Credit Card,2023-09-18,1.0,Ishaan Gupta,37.0,2,Surat,2022-11-24,175.0,14.0,3.07,4921.0,,30.9,Residential,0,0,9,High,0.0049183699327409605,0.004760896203160227,0,1255,0.08,0.9679825365447907,0
T00517,R0055,Zone_3,0.8083415434066582,0.6632761338388948,0.7268019184841892,Wallet,2023-07-08,1.0,Kavya Singh,32.0,1,Delhi,2021-11-07,425.0,12.0,4.19,12971.0,,38.0,Business,0,5,7,High,0.0019019801021333135,0.0017101221611392687,0,1637,0.02823529411764706,0.8991272617527115,0
T00518,R0291,Zone_5,0.8563928385187023,0.763981998210681,0.8581417130305393,Wallet,2023-02-23,1.0,Arjun Ghosh,23.0,2,Pune,2021-04-19,499.0,94.0,3.46,2590.0,,43.9,Business,0,3,2,High,0.0017162181132639323,0.001719722871804688,0,1839,0.18837675350701402,1.0020421405144653,1
T00519,R0180,Zone_7,0.6222101681888947,0.5964348010139428,0.5146732687574127,Credit Card,2023-08-08,0.0,Diya Kumar,33.0,1,Hyderabad,2019-12-03,44.0,4.0,4.53,11070.0,,45.2,Industrial,0,1,8,Low,0.014141140186111244,0.011697119744486652,0,2342,0.09090909090909091,0.8271694920311311,0
T00520,R0221,Zone_10,0.8206366240401136,0.6726522877049884,0.8546475829228404,UPI,2024-04-23,0.0,Diya Patel,21.0,0,Delhi,2021-01-13,106.0,1.0,4.41,2440.0,,35.4,Industrial,0,1,4,Medium,0.007741854943774657,0.008062713046441891,0,1935,0.009433962264150943,1.0414446027466893,1
T00521,R0240,Zone_10,0.9306526900246188,0.9256689845777396,0.9708993793482059,UPI,2024-02-13,1.0,Aarav Iyer,30.0,1,Delhi,2020-05-18,174.0,2.0,4.07,2440.0,,35.4,Industrial,0,1,2,High,0.005348578678302407,0.00557988149050693,0,2175,0.011494252873563218,1.0432456594763857,1
T00522,R0131,Zone_2,0.4788756151683553,0.39024036454040084,0.43577926991543925,Cash,2024-07-25,0.0,Reyansh Ghosh,24.0,1,Surat,2019-10-22,99.0,7.0,3.6,6371.0,,58.4,Residential,0,3,7,Medium,0.004837127425942983,0.004401810807226659,0,2384,0.0707070707070707,0.9100051372677121,0
T00523,R0044,Zone_4,0.8416721692826952,0.7683118789006328,0.8073151881233307,UPI,2024-01-20,0.0,Arjun Gupta,36.0,0,Hyderabad,2020-08-01,271.0,5.0,3.21,4038.0,,48.2,Business,0,5,1,High,0.0031058013626667717,0.0029790228344034344,0,2100,0.01845018450184502,0.9591800912359443,0
T00524,R0100,Zone_4,0.8856599986466144,0.8662372553552914,0.7892308305241293,Wallet,2024-01-08,1.0,Ishaan Gupta,28.0,1,Delhi,2021-05-24,383.0,60.0,3.79,4038.0,,48.2,Business,0,0,1,High,0.0023124281948997765,0.002060654909984672,0,1804,0.1566579634464752,0.8911216852179851,0
T00525,R0207,Zone_3,0.8848007538314602,0.807924387350339,0.9188640861911326,Wallet,2023-11-13,0.0,Ishaan Iyer,31.0,1,Mumbai,2023-12-06,47.0,3.0,3.93,12971.0,,38.0,Business,0,0,11,Low,0.018825547953860856,0.01955029970619431,0,878,0.06382978723404255,1.0384983084747246,1
T00526,R0207,Zone_3,0.6345990629821098,0.5835303712786599,0.6265862445260572,Wallet,2023-11-20,1.0,Ishaan Iyer,31.0,1,Mumbai,2023-12-06,47.0,3.0,3.93,12971.0,,38.0,Business,0,0,11,Low,0.013502107723023613,0.013331622223958664,0,878,0.06382978723404255,0.9873734158723797,1
T00527,R0292,Zone_1,0.6325924935128675,0.5341565128230171,0.7210290905183498,Credit Card,2024-02-19,1.0,Diya Patel,37.0,0,Jaipur,2020-06-28,141.0,19.0,4.39,4921.0,,30.9,Residential,0,0,2,Medium,0.004486471585197642,0.005113681493037942,0,2134,0.1347517730496454,1.1398002630641135,1
T00528,R0257,Zone_3,0.9475568638927926,0.944814016539431,0.9884056819643832,Cash,2023-05-08,1.0,Arjun Reddy,36.0,2,Delhi,2023-03-11,459.0,19.0,4.82,12971.0,,38.0,Business,0,0,5,High,0.002064394038982119,0.0021533892853254537,0,1148,0.04139433551198257,1.0431096218371252,1
T00529,R0015,Zone_7,0.6100632532235588,0.4913256173858219,0.6579413625767256,Wallet,2024-01-28,0.0,Saanvi Patel,28.0,2,Chennai,2022-12-19,46.0,1.0,3.87,11070.0,,45.2,Industrial,0,6,1,Low,0.013262244635294757,0.014303073099494036,0,1230,0.021739130434782608,1.0784805659088301,1
T00530,R0112,Zone_1,0.9435645860860129,0.9021053633473354,0.8656345052446708,Cash,2023-03-08,0.0,Meera Nair,41.0,0,Delhi,2020-11-13,311.0,11.0,3.24,4921.0,,30.9,Residential,0,2,3,High,0.0030339697301801057,0.002783390692105051,0,1996,0.03536977491961415,0.9174088536274949,0
T00531,R0267,Zone_2,0.818864831606522,0.7515083053377783,0.8702242559506737,UPI,2024-04-24,1.0,Arjun Iyer,37.0,2,Jaipur,2021-01-01,131.0,11.0,4.5,6371.0,,58.4,Residential,0,2,4,Medium,0.006250876577149023,0.00664293325153186,0,1947,0.08396946564885496,1.0627202712362065,1
T00532,R0263,Zone_1,0.9470784918930323,0.8515367271256501,0.9496166883758282,Wallet,2023-06-03,1.0,Ishaan Das,31.0,2,Chennai,2020-12-30,297.0,21.0,3.84,4921.0,,30.9,Residential,0,5,6,High,0.0031888164710203106,0.003197362587124001,0,1949,0.0707070707070707,1.0026800275843268,1
T00533,R0172,Zone_7,0.8274891226871501,0.6870908982652648,0.7523342194928127,UPI,2023-02-01,1.0,Reyansh Reddy,31.0,2,Pune,2019-12-24,168.0,14.0,3.72,11070.0,,45.2,Industrial,0,2,2,High,0.0049255304921854174,0.004478179877933409,0,2321,0.08333333333333333,0.9091771708729138,0
T00534,R0284,Zone_8,0.6404868624838503,0.529521460582929,0.733341087710044,UPI,2024-06-07,1.0,Vivaan Das,28.0,0,Surat,2019-07-31,135.0,19.0,4.95,4516.0,,31.0,Business,0,4,6,Medium,0.004744347129510003,0.005432156205259585,0,2467,0.14074074074074075,1.1449744415773009,1
T00535,R0268,Zone_5,0.935715813765586,0.909776031674673,0.9663242456074657,Wallet,2023-11-20,1.0,Ishaan Kumar,34.0,1,Chennai,2022-10-16,10.0,0.0,4.6,2590.0,,43.9,Business,0,0,11,Low,0.0935715813765586,0.09663242456074657,0,1294,0.0,1.0327112477865503,1
T00536,R0008,Zone_6,0.8737615121724465,0.7736245813236393,0.9235301007641228,Cash,2023-10-12,0.0,Ishaan Ghosh,28.0,0,Jaipur,2022-10-01,215.0,23.0,4.02,14627.0,,37.6,Mixed,0,3,10,High,0.004064007033360216,0.004295488840763362,0,1309,0.10697674418604651,1.0569590075762618,1
T00537,R0183,Zone_6,0.9633053094213403,0.9903374014630062,0.8906552954999102,Credit Card,2023-03-22,0.0,Arjun Patel,43.0,2,Jaipur,2022-08-27,406.0,66.0,3.79,14627.0,,37.6,Mixed,0,2,3,High,0.0023726731759146314,0.002193732254925887,0,1344,0.1625615763546798,0.9245825666993664,0
T00538,R0234,Zone_1,0.9376305803143349,0.9204229737122488,0.950993540323433,Credit Card,2023-09-02,0.0,Saanvi Nair,32.0,2,Pune,2022-12-01,183.0,31.0,3.98,4921.0,,30.9,Residential,0,5,9,High,0.005123664373302376,0.005196686012696355,0,1248,0.16939890710382513,1.0142518389327897,1
T00539,R0172,Zone_6,0.8516810682254119,0.7483566723874867,0.8680764696748662,UPI,2024-03-03,0.0,Reyansh Reddy,31.0,2,Pune,2019-12-24,168.0,14.0,3.72,14627.0,,37.6,Mixed,0,6,3,High,0.005069530168008404,0.005167121843302775,0,2321,0.08333333333333333,1.0192506350805897,1
T00540,R0023,Zone_5,0.8235365079343278,0.788146222817429,0.7867056312594741,Credit Card,2023-03-02,1.0,Meera Iyer,24.0,2,Jaipur,2019-10-09,176.0,32.0,3.21,2590.0,,43.9,Business,0,3,3,High,0.004679184704172317,0.00446991835942883,0,2397,0.18181818181818182,0.9552771779757083,0
T00541,R0288,Zone_8,0.877682890094089,0.8244081131266763,0.8108063865838768,Cash,2023-10-21,1.0,Diya Ghosh,42.0,1,Ahmedabad,2021-08-30,43.0,5.0,4.56,4516.0,,31.0,Business,0,5,10,Low,0.020411230002188117,0.01885596247869481,0,1706,0.11627906976744186,0.9238033414288811,0
T00542,R0238,Zone_2,0.8919846873459871,0.8423792732506593,0.9034779490038698,Wallet,2023-03-20,1.0,Reyansh Patel,30.0,2,Pune,2019-04-22,362.0,56.0,4.91,6371.0,,58.4,Residential,0,0,3,High,0.002464046097640848,0.0024957954392372094,0,2567,0.15469613259668508,1.0128850436794825,1
T00543,R0005,Zone_10,0.7405728933233875,0.6200030422718826,0.7582156583866654,Credit Card,2023-02-19,0.0,Diya Reddy,27.0,1,Ahmedabad,2021-05-31,294.0,30.0,3.53,2440.0,,35.4,Industrial,0,6,2,High,0.0025189554194673044,0.0025789648244444402,0,1797,0.10204081632653061,1.023823131014294,1
T00544,R0133,Zone_3,0.934961334794041,0.8561857767426302,0.9072617640023102,Cash,2023-01-03,1.0,Diya Kumar,25.0,0,Delhi,2019-07-13,155.0,11.0,4.4,12971.0,,38.0,Business,0,1,1,High,0.006032008611574458,0.0058533017032407104,0,2485,0.07096774193548387,0.9703735654503481,0
T00545,R0051,Zone_5,0.8307820301841246,0.7989760122689333,0.763139007241801,Credit Card,2024-08-07,1.0,Aarav Nair,21.0,1,Kolkata,2020-04-05,213.0,14.0,4.02,2590.0,,43.9,Business,0,2,8,High,0.0039003851182353266,0.0035828122405718353,0,2218,0.06572769953051644,0.9185790971822874,0
T00546,R0178,Zone_4,0.8272108192135369,0.7235100593435986,0.8934312534582711,Wallet,2024-06-27,1.0,Saanvi Ghosh,27.0,1,Delhi,2021-05-15,56.0,7.0,3.13,4038.0,,48.2,Business,0,3,6,Medium,0.014771621771670301,0.015954129526040556,0,1813,0.125,1.0800526694122456,1
T00547,R0016,Zone_9,0.8099431249032603,0.6703931577667169,0.7226237213737038,UPI,2023-11-08,1.0,Aarav Iyer,28.0,0,Delhi,2022-01-24,356.0,51.0,3.06,11037.0,,56.1,Mixed,0,2,11,High,0.0022751211373687086,0.002029841913971078,0,1559,0.14325842696629212,0.8921906972912623,0
T00548,R0211,Zone_4,0.8953324274752038,0.8265022618157056,0.8276008175277307,UPI,2023-08-10,0.0,Arjun Reddy,36.0,0,Mumbai,2021-04-04,435.0,17.0,3.63,4038.0,,48.2,Business,0,3,8,High,0.0020582354654602388,0.0019025306150062776,0,1854,0.03908045977011494,0.9243503218815908,0
T00549,R0046,Zone_2,0.7832526271216527,0.6761693429993083,0.7942462989701681,Wallet,2024-05-28,1.0,Vivaan Singh,31.0,0,Kolkata,2019-08-16,31.0,4.0,3.87,6371.0,,58.4,Residential,0,1,5,Low,0.025266213778117826,0.025620848353876388,0,2451,0.12903225806451613,1.0140359208100147,1
T00550,R0129,Zone_6,0.8873591518251726,0.8729094777362545,0.8831884890074669,UPI,2023-01-05,0.0,Vivaan Singh,35.0,1,Hyderabad,2022-10-08,158.0,10.0,3.9,14627.0,,37.6,Mixed,0,3,1,High,0.00561619716345046,0.005589800563338398,0,1302,0.06329113924050633,0.9952999157002809,1
T00552,R0005,Zone_2,0.8702914334938144,0.8138503749906714,0.8444326719955703,Credit Card,2024-07-27,1.0,Diya Reddy,27.0,1,Ahmedabad,2021-05-31,294.0,30.0,3.53,6371.0,,58.4,Residential,0,5,7,High,0.0029601749438565115,0.0028722199727740485,0,1797,0.10204081632653061,0.9702872388454598,0
T00553,R0292,Zone_7,0.8258101065025938,0.6834769300504123,0.8170406717986185,Wallet,2024-06-23,1.0,Diya Patel,37.0,0,Jaipur,2020-06-28,141.0,19.0,4.39,11070.0,,45.2,Industrial,0,6,6,Medium,0.005856809265975842,0.005794614693607224,0,2134,0.1347517730496454,0.989380809662024,1
T00554,R0143,Zone_6,0.24348494056434022,0.2851422485719131,0.2543350211262829,Wallet,2023-10-27,1.0,Meera Kumar,42.0,2,Kolkata,2023-03-28,74.0,13.0,4.56,14627.0,,37.6,Mixed,0,4,10,Medium,0.0032903370346532464,0.0034369597449497693,0,1131,0.17567567567567569,1.0445616083557152,1
T00555,R0293,Zone_3,0.8800451594231118,0.8324738382454671,0.8733674238848583,Cash,2023-01-06,1.0,Arjun Kumar,39.0,0,Delhi,2019-10-01,248.0,44.0,3.2,12971.0,,38.0,Business,0,4,1,High,0.003548569191222225,0.0035216428382453964,0,2405,0.1774193548387097,0.9924120535557166,1
T00556,R0175,Zone_10,0.6656164099147017,0.5953045877388424,0.740887172877991,Cash,2024-06-09,1.0,Diya Patel,35.0,1,Chennai,2022-08-18,98.0,8.0,3.48,2440.0,,35.4,Industrial,0,6,6,Medium,0.006792004182803079,0.007560073192632561,0,1353,0.08163265306122448,1.1130842957626828,1
T00557,R0196,Zone_10,0.8337269850050324,0.6780207324887182,0.8624462486218923,Cash,2023-01-05,1.0,Vivaan Das,18.0,1,Hyderabad,2019-06-24,51.0,9.0,4.93,2440.0,,35.4,Industrial,0,3,1,Medium,0.016347587941275145,0.016910710757292006,0,2504,0.17647058823529413,1.0344468442708337,1
T00558,R0145,Zone_5,0.8888668086558826,0.86904463593439,0.8323121654609791,Wallet,2023-06-29,0.0,Saanvi Nair,36.0,0,Jaipur,2022-12-09,222.0,43.0,4.3,2590.0,,43.9,Business,0,3,6,High,0.004003904543494967,0.003749153898472879,0,1240,0.19369369369369369,0.9363744459302921,0
T00559,R0010,Zone_1,0.37419491079394696,0.35371263877834824,0.21864081876754582,Credit Card,2023-07-19,1.0,Vivaan Gupta,25.0,0,Surat,2023-05-14,173.0,1.0,3.38,4921.0,,30.9,Residential,0,2,7,High,0.0021629763629707915,0.0012638197616621145,0,1084,0.005780346820809248,0.5842966124356029,0
T00560,R0106,Zone_1,0.889364904574716,0.7436042761257695,0.818050139479931,UPI,2023-03-08,0.0,Aarav Patel,32.0,2,Bengaluru,2021-11-25,6.0,1.0,4.03,4921.0,,30.9,Residential,0,2,3,Low,0.14822748409578598,0.13634168991332182,0,1619,0.16666666666666666,0.9198138303772097,0
T00561,R0278,Zone_9,0.900846000794154,0.861365520397838,0.9060148566790612,UPI,2023-09-18,1.0,Aarav Reddy,20.0,0,Mumbai,2021-09-02,382.0,58.0,4.27,11037.0,,56.1,Mixed,0,0,9,High,0.002358235604173178,0.0023717666405211027,0,1703,0.1518324607329843,1.0057377796874833,1
T00562,R0242,Zone_10,0.5623154039964163,0.5323407665362261,0.549196768846157,UPI,2024-06-13,0.0,Kavya Iyer,34.0,1,Ahmedabad,2022-06-05,445.0,8.0,4.54,2440.0,,35.4,Industrial,0,3,6,High,0.0012636301213402614,0.0012341500423509145,0,1427,0.017977528089887642,0.9766703258402237,0
T00563,R0211,Zone_5,0.8315920456240822,0.7758885248017302,0.8067663788002745,Credit Card,2023-05-08,0.0,Arjun Reddy,36.0,0,Mumbai,2021-04-04,435.0,17.0,3.63,2590.0,,43.9,Business,0,0,5,High,0.0019117058520093844,0.0018546353535638493,0,1854,0.03908045977011494,0.970146820241436,0
T00564,R0003,Zone_5,0.5015172767090749,0.4622329967386471,0.5211698973339773,Wallet,2023-01-26,1.0,Kavya Reddy,34.0,1,Pune,2023-05-04,45.0,9.0,3.76,2590.0,,43.9,Business,0,3,1,Low,0.011144828371312775,0.011581553274088385,0,1094,0.2,1.039186328243489,1
T00565,R0139,Zone_9,0.9683654804329448,0.8818912107069486,0.9437463244284617,UPI,2023-09-04,1.0,Diya Gupta,44.0,2,Kolkata,2023-10-09,155.0,7.0,4.39,11037.0,,56.1,Mixed,0,0,9,High,0.0062475192285996435,0.006088685964054592,0,936,0.04516129032258064,0.9745765865244638,0
